Area_ID,Area,Block_ID,Collection method,Area type,HE image,NA_ID,Completion date,People in charge,Notes,Assigned projects
1009 Nodular Mel,1009,6258/2015,,Nodular Mel,,NM D-071,,,,Nodular Melanoma
1018 Nodular Mel,1018,8716/2016,,Nodular Mel,,NM D-080,,,,Nodular Melanoma
1014 Nodular Mel,1014,10226 2,,Nodular Mel,,NM D-076,,,,Nodular Melanoma
569 Nodular Mel,569,11522/18,,Nodular Mel,,NM D-19,,,,Nodular Melanoma
581 Nodular Mel,581,11649.2 (15.11649.2 slide),,Nodular Mel,,NM D-040,,,,Nodular Melanoma
583 Nodular Mel,583,12410/09,,Nodular Mel,,NM D-043,,,,Nodular Melanoma
1017 Nodular Mel,1017,14531/14,,Nodular Mel,,NM D-079,,,,Nodular Melanoma
599 Nodular Mel,599,15356/1 (H08.15356/1 slide),,Nodular Mel,,NM D-061,,,,Nodular Melanoma
1021 Nodular Mel,1021,15864 3,,Nodular Mel,,NM D-083,,,,Nodular Melanoma
571 Nodular Mel,571,16053/12 wy (16053/12 slide),,Nodular Mel,,NM D-29,,,,Nodular Melanoma
584 Nodular Mel,584,17890/18 (HBD),,Nodular Mel,,NM D-044,,,,Nodular Melanoma
85 Normal,85,19111/14.2,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-74,,Shanshan Liu,,Acral Melanoma
86 MIS1,86,19111/14.3,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-75,,Shanshan Liu,,Acral Melanoma
87 MIS2,87,19111/14.3,,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-76,,Shanshan Liu,,Acral Melanoma
88 Mel1,88,19111/14.3,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-77,,Shanshan Liu,,Acral Melanoma
90 MIS1,90,21159 A5,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-79,,Shanshan Liu,,Acral Melanoma
91 Mel1,91,21159 A5,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-80,,Shanshan Liu,,Acral Melanoma
89 Normal,89,21159 G2,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-78,,Shanshan Liu,,Acral Melanoma
1010 Nodular Mel,1010,21831/14,,Nodular Mel,,NM D-072,,,,Nodular Melanoma
92 Normal,92,38637-16.1,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-81,,Shanshan Liu,,Acral Melanoma
93 MIS1,93,38637-16.1,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-82,,Shanshan Liu,,Acral Melanoma
94 MIS2,94,38637-16.1,,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-83,,Shanshan Liu,,Acral Melanoma
95 Mel1,95,38637-16.1,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-84,,Shanshan Liu,,Acral Melanoma
96 Mel2,96,38637-16.1,,Mel2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-85,,Shanshan Liu,,Acral Melanoma
1285 Met1,1285,38637-16.2,,Met1,,AM2 D-196,,,,Acral Melanoma
1008 Nodular Mel,1008,46976 B,,Nodular Mel,,NM D-070,,,,Nodular Melanoma
2696 ,2696,61000/00 (LN),,,,DPN 49,,,,Dysplastic Nevus
15 Normal,15,78821-1c,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-40,,Shanshan Liu,,Acral Melanoma
16 MIS1,16,78821-1c,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-41,,Shanshan Liu,,Acral Melanoma
17 Mel1,17,78821-1c,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-42,,Shanshan Liu,,Acral Melanoma
28 Normal,28,79049-1a,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-52,,Shanshan Liu,also on block 79049-2a,Acral Melanoma
29 MIS1,29,79049-1c,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-53,,Shanshan Liu,,Acral Melanoma
30 Mel1,30,79049-1c,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-54,,Shanshan Liu,,Acral Melanoma
26 MIS1,26,79447-c,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-50,,Shanshan Liu,,Acral Melanoma
27 Mel1,27,79447-c,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-51,,Shanshan Liu,,Acral Melanoma
25 Normal,25,79447-d,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-49,,Shanshan Liu,,Acral Melanoma
12 Normal,12,86502b,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-37,,Shanshan Liu,,Acral Melanoma
13 MIS1,13,86502b,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-38,,Shanshan Liu,,Acral Melanoma
14 Mel1,14,86502b,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-39,,Shanshan Liu,,Acral Melanoma
23 Mel1,23,86541-1E,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-48,,Shanshan Liu,,Acral Melanoma
24 MIS1,24,86541-1g,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-86,,Shanshan Liu,,Acral Melanoma
1289 Mel2,1289,86541-1g,,Mel2,,AM2 D-202,,,,Acral Melanoma
1290 LN Met,1290,86541-2a,,LN Met,,AM2 D-203,,,also on block 86541-2b,Acral Melanoma
22 Normal,22,86541-2c,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-47,,Shanshan Liu,,Acral Melanoma
1007 Nodular Mel,1007,115016,,Nodular Mel,,NM D-069,,,,Nodular Melanoma
600 Nodular Mel,600,176323,,Nodular Mel,,NM D-063,,,,Nodular Melanoma
62 Normal,62,488836_A,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-14,,Shanshan Liu,,Acral Melanoma
63 MIS1,63,488836_A,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-15,,Shanshan Liu,,Acral Melanoma
64 Mel1,64,488836_A,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-16,,Shanshan Liu,,Acral Melanoma
49 Normal,49,501950_A3,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-01,,Shanshan Liu,,Acral Melanoma
50 MIS1,50,501950_A3,Scraping,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-02,,Shanshan Liu,,Acral Melanoma
51 Mel1,51,501950_A3,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-03,,Shanshan Liu,,Acral Melanoma
1147 Normal,1147,501950_A3,,Normal,,AM2 D-178,,Noel/Chenxu,,Acral Melanoma
1146 MIS,1146,501950_A3,,MIS,,AM2 D-177,,Noel/Chenxu,,Acral Melanoma
1145 Mel1,1145,501950_A3,,Mel1,,AM2 D-176,,Noel/Chenxu,,Acral Melanoma
58 Normal,58,604076,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-10,,Shanshan Liu,,Acral Melanoma
59 MIS1,59,604076,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-11,,Shanshan Liu,,Acral Melanoma
60 MIS2,60,604076,,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-12,,Shanshan Liu,,Acral Melanoma
61 Mel1,61,604076,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-13,,Shanshan Liu,,Acral Melanoma
52 Normal,52,610186_A,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-04,,Shanshan Liu,,Acral Melanoma
53 Nevus,53,610186_A,,Nevus,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-05,,Shanshan Liu,,Acral Melanoma
54 MIS1,54,610186_A,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-06,,Shanshan Liu,,Acral Melanoma
55 MIS2,55,610186_A,,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-07,,Shanshan Liu,,Acral Melanoma
56 MIS3,56,610186_A,,MIS3,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-08,,Shanshan Liu,,Acral Melanoma
57 Mel1,57,610186_A,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-09,,Shanshan Liu,,Acral Melanoma
1615 Normal,1615,B 62056/15,Scraping,Normal,,AM2 D-439,,Noel/Chenxu,,Acral Melanoma
1296 MIS1,1296,B06.41962/3,,MIS1,,AM2 D-211,,,,Acral Melanoma
1297 MIS2,1297,B06.41962/5,,MIS2,,AM2 D-212,,,,Acral Melanoma
1298 Mel1,1298,B06.41962/5,,Mel1,,AM2 D-213,,,,Acral Melanoma
1299 Mel2,1299,B06.41962/5,,Mel2,,AM2 D-214,,,,Acral Melanoma
1294 LN Met,1294,B13.26332/1,,LN Met,,AM2 D-208,,,,Acral Melanoma
1300 LN Met,1300,B14.2561/12,,LN Met,,AM2 D-215,,,,Acral Melanoma
1427 Lung Metastasis,1427,B15.28523/11,Scraping,Lung Metastasis,,"AM2 D-242,AM2 R-242",,Noel/Chenxu,,Acral Melanoma
1148 LN Met 1,1148,B2007.998/2,,LN Met 1,,AM2 D-179,,Noel/Chenxu,,Acral Melanoma
1422 Normal,1422,B2007.998/2,Scraping,Normal,,"AM2 D-225,AM2 R-225",,Noel/Chenxu,,Acral Melanoma
1307 LN Met 1,1307,B2007.15494/1,,LN Met 1,,AM2 D-222,,,,Acral Melanoma
1425 Normal,1425,B2007.15494/1,Scraping,Normal,,"AM2 D-253,AM2 R-253",,Noel/Chenxu,,Acral Melanoma
1423 LN Met 1,1423,B2008.3067/5,Scraping,LN Met 1,,"AM2 D-247,AM2 D-251,AM2 R-247,AM2 R-251",,Noel/Chenxu,,Acral Melanoma
1616 Normal,1616,B2008.3067/5,Scraping,Normal,,AM2 D-441,,Noel/Chenxu,,Acral Melanoma
1308 Bladder Metastasis,1308,B2008.24393/1,,Bladder Metastasis,,AM2 D-223,,,,Acral Melanoma
592 Nodular Mel,592,B167003/1B  I,,Nodular Mel,,NM D-052,,,,Nodular Melanoma
588 Nodular Mel,588,B205907 III,,Nodular Mel,,NM D-048,,,,Nodular Melanoma
590 Nodular Mel,590,B206739,,Nodular Mel,,NM D-050,,,,Nodular Melanoma
591 Nodular Mel,591,B215962,,Nodular Mel,,NM D-051,,,,Nodular Melanoma
587 Nodular Mel,587,B224228/2,,Nodular Mel,,NM D-047,,,,Nodular Melanoma
589 Nodular Mel,589,B236709/ 1B,,Nodular Mel,,NM D-049,,,,Nodular Melanoma
585 Nodular Mel,585,B246205/ 1BI,,Nodular Mel,,NM D-045,,,,Nodular Melanoma
586 Nodular Mel,586,B247206/ 1Bl,,Nodular Mel,,NM D-046,,,,Nodular Melanoma
2019 Invasive Melanoma,2019,BB21-21314,Scraping,Invasive Melanoma,,,,Noel/Chenxu,,Oral Mucosal Melanoma
2020 Invasive Melanoma,2020,BB21-21315C,Scraping,Invasive Melanoma,,,,Noel/Chenxu,"Invasive Melanoma, in situ melanoma, intraepidermal proliferation of atypical melanocytes, Normal",Oral Mucosal Melanoma
2018 Invasive Melanoma,2018,BB21-21316,Scraping,Invasive Melanoma,,,,Noel/Chenxu,,Oral Mucosal Melanoma
2013 Intramucosal Melanocytic Nevus,2013,BB21-21334,Scraping,Intramucosal Melanocytic Nevus,,OM-11D (P040_11C),,Noel/Chenxu,,Oral Mucosal Melanoma
2015 Intramucosal Nevus,2015,BB21-21336,Scraping,Intramucosal Nevus,,OM-14D,,Noel/Chenxu,,Oral Mucosal Melanoma
2014 Intramucosal Nevus,2014,BB21-21338,Scraping,Intramucosal Nevus,,OM-13D,,Noel/Chenxu,,Oral Mucosal Melanoma
2016 Blue Nevus,2016,BB21-21341,Scraping,Blue Nevus,,OM-16D,,Noel/Chenxu,,Oral Mucosal Melanoma
2012 Intramucosal Melanocytic Nevus,2012,BB21-21342,Scraping,Intramucosal Melanocytic Nevus,,"OM-10D (P040_11B),OM-10D-2,OM-10D-3",,Noel/Chenxu,,Oral Mucosal Melanoma
2017 Invasive Melanoma,2017,BB21-21351,Scraping,Invasive Melanoma,,"OM-15D (P040_11D),OM-6D,OM-15D-2",,Noel/Chenxu,,Oral Mucosal Melanoma
2304 Tumor,2304,BB21-21351,,Tumor,,,,,,
2420 Buffy Coat DNA,2420,Buffy Coat,,Buffy Coat DNA,,43_NA,7/31/2015,,,
1324 Tumor,1324,Cell line MA9254,,Tumor,,Fusion-09,,,,Fusion RNA
2320 Tumor,2320,CGH11-098,,Tumor,,,,,,
2322 Tumor,2322,CGH12-039,,Tumor,,,,,,
2321 Tumor,2321,CGH12-056,,Tumor,,,,,,
2328 Tumor,2328,CGH12-058,,Tumor,,,,,,
2333 Tumor,2333,CGH12-067,,Tumor,,,,,,
2323 Tumor,2323,CGH12-092,,Tumor,,,,,,
2855 ,2855,CGH13-008,,,,,,,,
2856 ,2856,CGH13-010,,,,,,,,
2857 ,2857,CGH13-026,,,,,,,,
2858 ,2858,CGH13-094,,,,,,,,
2330 Tumor,2330,CGH14-050,,Tumor,,,,,,
2324 Tumor,2324,CGH14-083,,Tumor,,,,,,
2332 Tumor,2332,CGH14-147,,Tumor,,,,,,
2325 Tumor,2325,CGH14-341,,Tumor,,,,,,
2327 Tumor,2327,CGH15-109,,Tumor,,,,,,
2331 Tumor,2331,CGH15-249,,Tumor,,,,,,
2326 Tumor,2326,CGH18-012,,Tumor,,,,,,
2334 Tumor,2334,CGH19-097,,Tumor,,,,,,
2335 Tumor,2335,CGH19-097,,Tumor,,,,,,
2888 Cell Line - Control,2888,ct-H3K4,,Cell Line - Control,,ChIP1_2_NA,,,,
2894 Cell Line - Control,2894,ct-H3K4,,Cell Line - Control,,ChIP1_8_NA,,,,
2889 Cell Line - Control,2889,ct-H3K27,,Cell Line - Control,,ChIP1_3_NA,,,,
2895 Cell Line - Control,2895,ct-H3K27,,Cell Line - Control,,ChIP1_9_NA,,,,
2887 Cell Line - Control,2887,ct-Input,,Cell Line - Control,,ChIP1_1_NA,,,,
2893 Cell Line - Control,2893,ct-Input,,Cell Line - Control,,ChIP1_7_NA,,,,
1424 Cutaneous Metastasis,1424,H 2008.8956/1,Scraping,Cutaneous Metastasis,,"AM2 D-248,AM2 R-248,AM2 D-255,AM2 R-255",,Noel/Chenxu,,Acral Melanoma
2 Mel1,2,H09.22183/1,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-101,7/23/2018,Chenxu Shi,,Acral Melanoma
1 Normal,1,H09.22183/1,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-100,7/23/2018,Chenxu Shi,,Acral Melanoma
1149 Mel3,1149,H09.22183/1,,Mel3,,AM2 D-180,,Noel/Chenxu,,Acral Melanoma
1302 Normal,1302,H12.27716/7,,Normal,,AM2 D-217,,,,Acral Melanoma
1303 Mel1,1303,H12.27716/7,,Mel1,,AM2 D-218,,,,Acral Melanoma
1309 Mel1,1309,H13.3143 ,,Mel1,,AM2 D-224,,,,Acral Melanoma
3 Met1,3,H13.5620/1,,Met1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-102,7/23/2018,Chenxu Shi,,Acral Melanoma
1150 Normal3,1150,H13.5620/1,Scraping,Normal3,,AM2 D-181,,Noel/Chenxu,,Acral Melanoma
1151 Met2,1151,H13.5620/1,,Met2,,AM2 D-182,,Noel/Chenxu,,Acral Melanoma
1292 Normal,1292,H13.10897/2,Scraping,Normal,,"AM2 D-206,AM2 D-252,AM2 R-252",,Noel/Chenxu,,Acral Melanoma
1293 Mel1,1293,H13.10897/11,,Mel1,,AM2 D-207,,,,Acral Melanoma
1295 Normal,1295,H13.21587/1,,Normal,,AM2 D-210,,,,Acral Melanoma
1301 Cutaneous Metastasis,1301,H13.21587/1,,Cutaneous Metastasis,,AM2 D-216,,,,Acral Melanoma
6 Normal,6,H14.26934/2,Scraping,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-105,AM2 D-249,AM2 R-249",7/24/2018,"Chenxu Shi,Noel/Chenxu",,Acral Melanoma
7 MIS1,7,H14.26934/2,Scraping,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-106,AM2 D-250,AM2 R-250",7/24/2018,"Chenxu Shi,Noel/Chenxu",,Acral Melanoma
1304 Subcutaneous Metastasis,1304,H15.2058/1,,Subcutaneous Metastasis,,AM2 D-219,,,,Acral Melanoma
4 Mel1,4,H15.5120/1,Scraping,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-103,AM2 D-232,AM2 R-232",7/23/2018,"Chenxu Shi,Noel/Chenxu",,Acral Melanoma
1286 Mel2,1286,H15.5120/1,Scraping,Mel2,,"AM2 D-199,AM2 D-233,AM2 R-233",,Noel/Chenxu,,Acral Melanoma
9 Normal,9,H15.19121/7,Scraping,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-108,AM2 D-236,AM2 R-236",7/24/2018,"Chenxu Shi,Noel/Chenxu",,Acral Melanoma
10 Mel1,10,H15.19121/7,Scraping,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-109,AM2 D-237,AM2 R-237",7/24/2018,"Chenxu Shi,Noel/Chenxu",,Acral Melanoma
65 Normal,65,H16.660,Scraping,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-17,AM2 D-239,AM2 R-239,AM2 D-440",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
66 MIS1,66,H16.660,Scraping,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-18,AM2 D-240,AM2 R-240",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
67 Mel1,67,H16.660,Scraping,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-19,AM2 D-241,AM2 R-241",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
11 Met1,11,H16.872/2,Scraping,Met1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-110,AM2 D-238,AM2 R-238,AM2 R-500,AM2 D-500,AM2 R-512,AM2 D-512",7/24/2018,"Chenxu Shi,Noel/Chenxu",,Acral Melanoma
5 Met1,5,H16.5818/2,,Met1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-104,AM2 D-104-1,AM2 D-518,AM2 R-518",7/23/2018,Chenxu Shi,,Acral Melanoma
1617 Normal,1617,H16.5818/2,Scraping,Normal,,AM2 D-443,,Noel/Chenxu,,Acral Melanoma
1287 Met2,1287,H18.7977,,Met2,,AM2 D-200,,,,Acral Melanoma
1288 Normal,1288,H18.7977,,Normal,,"AM2 D-201,AM2 D-444",,,,Acral Melanoma
68 Normal,68,H2007.215/5,Scraping,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-20,AM2 D-243,AM2 R-243",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
69 MIS1,69,H2007.215/5,Scraping,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-21,AM2 D-244,AM2 R-244",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
70 MIS2,70,H2007.215/5,Scraping,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-22,AM2 D-245,AM2 R-245",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
71 Mel1,71,H2007.215/5,Scraping,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-23,AM2 D-246,AM2 R-246,AM2 D-254,AM2 R-254",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
74 MIS2,74,H2007.358/1,Scraping,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-26,AM2 D-226,AM2 R-226",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
75 MIS3,75,H2007.358/1,Scraping,MIS3,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-27,AM2 D-227,AM2 R-227",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
76 Mel1,76,H2007.358/1,Scraping,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-28,AM2 D-228,AM2 R-228",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
77 Mel2,77,H2007.358/1,Scraping,Mel2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-29,AM2 D-229,AM2 R-229",,"Shanshan Liu,Noel/Chenxu",,Acral Melanoma
72 Normal,72,H2007.358/3,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-24,,Shanshan Liu,,Acral Melanoma
73 MIS1,73,H2007.358/3,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-25,,Shanshan Liu,,Acral Melanoma
1305 Normal,1305,H2007.4636/9,,Normal,,AM2 D-220,,,,Acral Melanoma
1306 Mel1,1306,H2007.4636/9,,Mel1,,AM2 D-221,,,,Acral Melanoma
1623 Invasive Mel 1,1623,H2007.4636/9,Scraping,Invasive Mel 1,,"AM2 D-454,AM2 R-454",,Noel/Chenxu,,Acral Melanoma
8 Met1,8,HS17.35/2,,Met1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-107,7/24/2018,Chenxu Shi,,Acral Melanoma
79 MIS1,79,K1-A,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-31,,Shanshan Liu,"info from Shanshan's list, some of the images can't be found",Acral Melanoma
80 MIS2,80,K1-A,,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-32,,Shanshan Liu,"info from Shanshan's list, some of the images can't be found",Acral Melanoma
1620 MIS3,1620,K1-A.2,Scraping,MIS3,,"AM2 R-445,AM2 D-445",,Noel/Chenxu,,Acral Melanoma
1621 MIS4,1621,K1-A.2,Scraping,MIS4,,"AM2 D-446,AM2 R-446",,Noel/Chenxu,,Acral Melanoma
81 Mel1,81,K1-B,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-33,,Shanshan Liu,"info from Shanshan's list, some of the images can't be found",Acral Melanoma
1153 LN Met 2,1153,K1-C,,LN Met 2,,AM2 D-184,,Noel/Chenxu,,Acral Melanoma
1154 LN Met 1,1154,K1-C,,LN Met 1,,AM2 D-185,,Noel/Chenxu,,Acral Melanoma
78 Normal,78,K1-D,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-30,,Shanshan Liu,,Acral Melanoma
2034 MIS2,2034,K2-A,Scraping,MIS2,,"AM2 D-498,AM2 R-498",,,,Acral Melanoma
2035 MIS3,2035,K2-A,Scraping,MIS3,,"AM2 D-499,AM2 R-499",,,,Acral Melanoma
83 MIS1,83,K2-B,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-35,,Shanshan Liu,,Acral Melanoma
84 Mel,84,K2-B,,Mel,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-36,,Shanshan Liu,,Acral Melanoma
1152 Met1,1152,K2-C,,Met1,,AM2 D-183,,Noel/Chenxu,,Acral Melanoma
82 Normal,82,K2-D,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-34,,Shanshan Liu,,Acral Melanoma
99 MIS1,99,K3-A-B,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-89,AM2 R-501,AM2 D-501",,Shanshan Liu,,Acral Melanoma
100 Mel1,100,K3-A-B,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-90,AM2 D-536,AM2 R-536",,Shanshan Liu,,Acral Melanoma
2246 Mel2,2246,K3-A-B,Scraping,Mel2,,"AM2 R-517,AM2 D-517",,,,Acral Melanoma
97 Normal,97,K3-C,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-87,,Shanshan Liu,,Acral Melanoma
101 Met1,101,K3-C,,Met1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,"AM2 D-91,AM2 R-516,AM2 D-516",,Shanshan Liu,,Acral Melanoma
102 Met2,102,K3-C,,Met2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-92,,Shanshan Liu,,Acral Melanoma
98 Normal2,98,K3-D,,Normal2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-88,,Shanshan Liu,,Acral Melanoma
105 MIS2,105,K4-A,,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-95,,Shanshan Liu,,Acral Melanoma
104 MIS1,104,K4-B,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-94,,Shanshan Liu,,Acral Melanoma
106 Mel1,106,K4-B,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-96,,Shanshan Liu,,Acral Melanoma
107 Mel2,107,K4-B,,Mel2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-97,,Shanshan Liu,,Acral Melanoma
108 Met1,108,K4-C,,Met1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-98,,Shanshan Liu,,Acral Melanoma
109 Met2,109,K4-C,,Met2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-99,,Shanshan Liu,,Acral Melanoma
1236 LN Met 4,1236,K4-C-2,,LN Met 4,,AM2 D-186,,Noel/Chenxu,,Acral Melanoma
1237 LN Met 3,1237,K4-C-2,,LN Met 3,,AM2 D-187,,Noel/Chenxu,,Acral Melanoma
103 Normal,103,K4-D,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-93,,Shanshan Liu,,Acral Melanoma
359 Normal 1,359,K5-A-B,,Normal 1,\HiSeqData_Noel_Chenxu\HE Images\Acral Melanoma Project 2_HE_Images\September_2018,AM2 D-111,,Noel/Chenxu,,Acral Melanoma
363 Mel1,363,K5-A-B,,Mel1,\HiSeqData_Noel_Chenxu\HE Images\Acral Melanoma Project 2_HE_Images\September_2018,AM2 D-115,,Noel/Chenxu,,Acral Melanoma
361 MIS1,361,K5-A-B,,MIS1,\HiSeqData_Noel_Chenxu\HE Images\Acral Melanoma Project 2_HE_Images\September_2018,AM2 D-113,,Noel/Chenxu,,Acral Melanoma
362 MIS2,362,K5-A-B,,MIS2,\HiSeqData_Noel_Chenxu\HE Images\Acral Melanoma Project 2_HE_Images\September_2018,AM2 D-114,,Noel/Chenxu,,Acral Melanoma
